donation_id,donor_id,donation_date,donation_type,donation_amount,payment_method,campaign
DON006203,5a4b1f56-b340-43da-9ff1-0fa92132c513,2024-03-24,Recurring,21.67,Credit Card,Marine Mammal Defense Mission
DON006204,5a4b1f56-b340-43da-9ff1-0fa92132c513,2023-06-25,Recurring,47.03,Credit Card,Marine Mammal Defense Mission
DON006205,5a4b1f56-b340-43da-9ff1-0fa92132c513,2024-07-18,Recurring,17.48,Credit Card,Defend the Great Apes
DON006206,e732428b-2fcc-4ac4-aba0-ff784e6b0eb8,2024-11-30,One-time,80.05,Bank Transfer,Marine Mammal Defense Mission
DON006207,cdd4d958-e27d-4433-9fe3-1302828fafdc,2023-06-20,One-time,110.19,Credit Card,Rescue Orphaned Gorillas
DON006208,36a93399-6ad4-48e2-bd20-3bb353b15348,2025-03-18,One-time,104.84,Credit Card,Marine Mammal Defense Mission
DON006209,11830e0d-d014-4436-97a9-29313e52262e,2025-04-20,Recurring,97.5,Paypal,Defend the Great Apes
DON006210,11830e0d-d014-4436-97a9-29313e52262e,2025-02-01,Recurring,42.27,Paypal,Wildlife Rescue Van Drive
DON006211,11830e0d-d014-4436-97a9-29313e52262e,2023-11-22,Recurring,80.09,Paypal,Defend the Great Apes
DON006212,11830e0d-d014-4436-97a9-29313e52262e,2024-10-09,Recurring,41.62,Paypal,Marine Mammal Defense Mission
DON006213,11830e0d-d014-4436-97a9-29313e52262e,2023-07-23,Recurring,18.98,Paypal,Marine Mammal Defense Mission
DON006214,9964126a-a610-4d42-873d-8a4e70571623,2025-05-17,One-time,66.7,Credit Card,Defend the Great Apes
DON006215,5f429310-92b4-4fd8-95ae-1b27a605ea99,2023-07-12,One-time,35.62,Bank Transfer,Marine Mammal Defense Mission
DON006216,4aabdcf1-7f4a-4fd1-adaa-d3b07575a355,2025-04-09,Recurring,26.31,Bank Transfer,Marine Mammal Defense Mission
DON006217,4aabdcf1-7f4a-4fd1-adaa-d3b07575a355,2024-01-02,Recurring,72.49,Bank Transfer,Rescue Orphaned Gorillas
DON006218,4aabdcf1-7f4a-4fd1-adaa-d3b07575a355,2025-02-09,Recurring,90.73,Bank Transfer,Jungle Education Project
DON006219,4aabdcf1-7f4a-4fd1-adaa-d3b07575a355,2025-06-02,Recurring,8.49,Bank Transfer,Rescue Orphaned Gorillas
DON006220,4aabdcf1-7f4a-4fd1-adaa-d3b07575a355,2025-02-09,Recurring,97.72,Bank Transfer,Rescue Orphaned Gorillas
DON006221,d934da5a-f75b-4e8f-afb9-4882e83ed670,2024-04-11,Recurring,78.48,Credit Card,Defend the Great Apes
DON006222,d934da5a-f75b-4e8f-afb9-4882e83ed670,2024-10-10,Recurring,9.13,Credit Card,Marine Mammal Defense Mission
DON006223,084c92c0-d9d4-4812-9e56-b75937286cc3,2023-09-19,One-time,133.0,Paypal,Marine Mammal Defense Mission
DON006224,2ebfb6e2-538e-4cdb-a9e0-f3e79b7e09dd,2024-06-30,One-time,75.64,Paypal,Marine Mammal Defense Mission
DON006225,14a46066-e437-42e2-b862-1bd9e1428d62,2024-05-02,One-time,126.45,Bank Transfer,Rescue Orphaned Gorillas
DON006226,243c0239-4250-417a-9bf8-91f8886e2d2a,2025-05-04,One-time,69.77,Credit Card,Defend the Great Apes
DON006227,cc9f27e1-7bac-4575-9701-ccf734971d09,2024-01-01,Recurring,33.95,Bank Transfer,Reforest the Sanctuary
DON006228,cc9f27e1-7bac-4575-9701-ccf734971d09,2025-03-31,Recurring,46.25,Bank Transfer,Marine Mammal Defense Mission
DON006229,cc9f27e1-7bac-4575-9701-ccf734971d09,2024-09-02,Recurring,24.89,Bank Transfer,Rescue Orphaned Gorillas
DON006230,cc9f27e1-7bac-4575-9701-ccf734971d09,2025-03-09,Recurring,59.34,Bank Transfer,Rescue Orphaned Gorillas
DON006231,d74a96bd-7f5e-4303-9c03-5e296057cf6c,2025-03-13,One-time,83.89,Credit Card,Rescue Orphaned Gorillas
DON006232,4fe0cc63-acbf-4a9a-8369-22e88d746d9a,2025-01-26,One-time,1.0,Bank Transfer,Jungle Education Project
DON006233,d46ec4b9-674a-480e-8e18-2baba2841a35,2025-02-05,One-time,44.75,Bank Transfer,Defend the Great Apes
DON006234,c94ffa31-a1a8-4bbe-8b5e-9cf5d73b95af,2023-07-10,Recurring,8.43,Bank Transfer,Marine Mammal Defense Mission
DON006235,c94ffa31-a1a8-4bbe-8b5e-9cf5d73b95af,2024-06-18,Recurring,46.23,Bank Transfer,Reforest the Sanctuary
DON006236,c94ffa31-a1a8-4bbe-8b5e-9cf5d73b95af,2023-07-21,Recurring,96.38,Bank Transfer,Habitat for Hope
DON006237,c94ffa31-a1a8-4bbe-8b5e-9cf5d73b95af,2023-07-22,Recurring,17.47,Bank Transfer,Rescue Orphaned Gorillas
DON006238,f23a5b0c-0089-44da-9c74-9ed470940cfe,2024-06-18,Recurring,87.13,Paypal,Reforest the Sanctuary
DON006239,f23a5b0c-0089-44da-9c74-9ed470940cfe,2025-05-06,Recurring,39.7,Paypal,Reforest the Sanctuary
DON006240,1577280d-14ac-479a-a01a-a3449565f2f2,2023-08-31,Recurring,49.76,Bank Transfer,Marine Mammal Defense Mission
DON006241,1577280d-14ac-479a-a01a-a3449565f2f2,2024-01-09,Recurring,17.64,Bank Transfer,Habitat for Hope
DON006242,8277ec3a-8e8d-4b5f-bf64-8e2cf767d1b7,2023-12-12,One-time,43.51,Bank Transfer,Reforest the Sanctuary
DON006243,9514cea8-edba-46e3-ad43-6901d4adf057,2025-03-18,One-time,51.29,Bank Transfer,Rescue Orphaned Gorillas
DON006244,6b9a8bd1-3fe5-4f97-894d-d550fa274fe0,2023-07-12,One-time,69.26,Credit Card,Marine Mammal Defense Mission
DON006245,ca5bbbdf-1f09-4eff-9f01-449b867b7df7,2023-07-27,One-time,82.83,Bank Transfer,Reforest the Sanctuary
DON006246,bde97f6a-f5b9-4039-8953-1267f6303727,2024-01-09,One-time,39.2,Paypal,Marine Mammal Defense Mission
DON006247,49d98c0f-0e2b-43ee-bbdd-70ed3124e72a,2024-08-25,One-time,88.39,Credit Card,Habitat for Hope
DON006248,0a232498-ab84-4e51-8f9d-e84f75befba5,2024-12-04,One-time,124.58,Credit Card,Defend the Great Apes
DON006249,e667cd65-2614-4394-9574-96c1d0aa97b7,2024-10-14,One-time,135.9,Bank Transfer,Marine Mammal Defense Mission
DON006250,c03d6470-8c89-4daf-a596-ab47b093057e,2025-06-14,One-time,17.72,Bank Transfer,Marine Mammal Defense Mission
DON006251,a1bc4540-f23e-4f49-b4c3-c064724074c4,2025-04-01,Recurring,73.56,Paypal,Rescue Orphaned Gorillas
DON006252,a1bc4540-f23e-4f49-b4c3-c064724074c4,2024-01-13,Recurring,33.84,Paypal,Habitat for Hope
DON006253,a1bc4540-f23e-4f49-b4c3-c064724074c4,2024-03-29,Recurring,27.89,Paypal,Habitat for Hope
DON006254,a1bc4540-f23e-4f49-b4c3-c064724074c4,2024-05-04,Recurring,33.52,Paypal,Jungle Education Project
DON006255,bada5533-4851-41b9-b62d-c5753d966426,2024-10-14,One-time,77.76,Paypal,Jungle Education Project
DON006256,eef0016e-bc46-44e1-883e-7c47b5916cdd,2024-09-27,One-time,64.1,Paypal,Marine Mammal Defense Mission
DON006257,a412ef0b-5a54-4930-9501-980fa99bef28,2025-02-28,One-time,108.8,Credit Card,Defend the Great Apes
DON006258,736ae81c-eabb-4215-a4e6-be810cfc9fc0,2024-03-24,One-time,24.99,Bank Transfer,Jungle Education Project
DON006259,468894e5-f64b-4a56-b6c5-d56e2e0efc26,2024-06-22,One-time,36.54,Bank Transfer,Wildlife Rescue Van Drive
DON006260,5c0f6798-561a-4ed2-bcfd-abc5f8f1770c,2024-11-14,One-time,49.47,Credit Card,Reforest the Sanctuary
DON006261,abca49a9-6a25-44c9-9199-0d4fb89b6f8f,2024-05-04,One-time,51.14,Credit Card,Marine Mammal Defense Mission
DON006262,24999d79-4d08-4116-9a15-4fa1993f0417,2025-03-20,One-time,64.6,Paypal,Defend the Great Apes
DON006263,32953c8e-72cf-4298-ad22-9bb88af88d62,2025-04-12,One-time,47.43,Credit Card,Reforest the Sanctuary
DON006264,47d646eb-16d7-4060-9854-ba1b3337598e,2025-04-02,One-time,89.8,Paypal,Reforest the Sanctuary
DON006265,008cd9e7-5845-4ee8-a647-638dfdb2b4fa,2024-11-18,One-time,105.36,Credit Card,Rescue Orphaned Gorillas
DON006266,738a8e77-d9f3-4b72-9162-4156c6b2f2f9,2025-01-24,Recurring,53.23,Credit Card,Wildlife Rescue Van Drive
DON006267,738a8e77-d9f3-4b72-9162-4156c6b2f2f9,2025-02-17,Recurring,60.51,Credit Card,Defend the Great Apes
DON006268,41420174-2999-4caf-90e4-83ffb8b86247,2024-12-11,One-time,94.32,Credit Card,Jungle Education Project
DON006269,1ecafdec-32d0-4d4f-a634-0d63c6e00f38,2023-12-23,Recurring,50.31,Paypal,Wildlife Rescue Van Drive
DON006270,1ecafdec-32d0-4d4f-a634-0d63c6e00f38,2024-03-19,Recurring,85.95,Paypal,Marine Mammal Defense Mission
DON006271,489b0f51-f0eb-4090-ac2f-527231055581,2024-06-20,One-time,88.41,Bank Transfer,Jungle Education Project
DON006272,8bc74f2e-3d27-4498-8a8b-02d635fd2ac3,2024-04-28,Recurring,60.64,Bank Transfer,Defend the Great Apes
DON006273,8bc74f2e-3d27-4498-8a8b-02d635fd2ac3,2024-07-06,Recurring,58.5,Bank Transfer,Jungle Education Project
DON006274,8bc74f2e-3d27-4498-8a8b-02d635fd2ac3,2024-01-18,Recurring,63.22,Bank Transfer,Marine Mammal Defense Mission
DON006275,8bc74f2e-3d27-4498-8a8b-02d635fd2ac3,2024-07-18,Recurring,98.54,Bank Transfer,Rescue Orphaned Gorillas
DON006276,8bc74f2e-3d27-4498-8a8b-02d635fd2ac3,2024-06-19,Recurring,95.03,Bank Transfer,Reforest the Sanctuary
DON006277,ab95458d-1b45-4bcc-98a7-eaf9cd7bd6c5,2023-08-08,One-time,90.67,Credit Card,Rescue Orphaned Gorillas
DON006278,02d3225c-ea80-4773-aecd-84eb55138681,2023-10-22,Recurring,58.62,Bank Transfer,Marine Mammal Defense Mission
DON006279,02d3225c-ea80-4773-aecd-84eb55138681,2024-06-23,Recurring,57.07,Bank Transfer,Wildlife Rescue Van Drive
DON006280,02d3225c-ea80-4773-aecd-84eb55138681,2025-03-26,Recurring,51.23,Bank Transfer,Habitat for Hope
DON006281,02d3225c-ea80-4773-aecd-84eb55138681,2024-09-20,Recurring,11.5,Bank Transfer,Rescue Orphaned Gorillas
DON006282,24aedd6c-f40f-4af7-a339-033371afe318,2023-12-20,One-time,82.59,Bank Transfer,Marine Mammal Defense Mission
DON006283,6015de7f-1bcc-42d5-88b3-fd2377ee073c,2024-12-01,One-time,36.51,Bank Transfer,Rescue Orphaned Gorillas
DON006284,dae128ab-712d-4d2d-86fa-de8081c6f6f6,2024-09-03,Recurring,45.17,Bank Transfer,Wildlife Rescue Van Drive
DON006285,dae128ab-712d-4d2d-86fa-de8081c6f6f6,2024-06-19,Recurring,75.23,Bank Transfer,Rescue Orphaned Gorillas
DON006286,dae128ab-712d-4d2d-86fa-de8081c6f6f6,2023-10-24,Recurring,82.42,Bank Transfer,Defend the Great Apes
DON006287,dae128ab-712d-4d2d-86fa-de8081c6f6f6,2023-11-18,Recurring,30.22,Bank Transfer,Jungle Education Project
DON006288,177d626e-283f-425b-9e56-928f51f1b97e,2023-12-25,One-time,86.86,Paypal,Jungle Education Project
DON006289,c158b85c-2327-49b9-b253-23845e28c325,2024-08-11,One-time,52.81,Credit Card,Jungle Education Project
DON006290,845bedb8-aeb4-4cd5-970d-2e196ccae51c,2023-08-19,Recurring,50.29,Credit Card,Wildlife Rescue Van Drive
DON006291,845bedb8-aeb4-4cd5-970d-2e196ccae51c,2023-10-15,Recurring,43.08,Credit Card,Marine Mammal Defense Mission
DON006292,845bedb8-aeb4-4cd5-970d-2e196ccae51c,2023-11-16,Recurring,89.04,Credit Card,Reforest the Sanctuary
DON006293,845bedb8-aeb4-4cd5-970d-2e196ccae51c,2023-11-26,Recurring,45.02,Credit Card,Jungle Education Project
DON006294,32a451f2-e8df-4ec1-a8cf-7984bcc97f0b,2025-03-16,One-time,42.35,Credit Card,Habitat for Hope
DON006295,883da7e6-7662-4afd-840e-87615e946417,2025-02-19,One-time,110.4,Paypal,Marine Mammal Defense Mission
DON006296,bc55f599-7616-49dd-afb4-533797444305,2024-07-07,One-time,61.17,Paypal,Jungle Education Project
DON006297,8f0eebb5-f338-4330-85fa-812c65792c40,2025-02-23,Recurring,15.94,Paypal,Marine Mammal Defense Mission
DON006298,8f0eebb5-f338-4330-85fa-812c65792c40,2025-04-21,Recurring,38.65,Paypal,Reforest the Sanctuary
DON006299,b866a819-84ee-47c1-9780-8383268afad0,2023-09-17,One-time,66.61,Credit Card,Jungle Education Project
DON006300,dd93336b-83d1-46e5-9de8-98b0ff10c60c,2024-08-04,Recurring,96.37,Paypal,Jungle Education Project
DON006301,dd93336b-83d1-46e5-9de8-98b0ff10c60c,2023-07-07,Recurring,82.55,Paypal,Reforest the Sanctuary
DON006302,dd93336b-83d1-46e5-9de8-98b0ff10c60c,2024-05-22,Recurring,49.93,Paypal,Habitat for Hope
DON006303,dd93336b-83d1-46e5-9de8-98b0ff10c60c,2025-02-10,Recurring,86.62,Paypal,Defend the Great Apes
DON006304,dd93336b-83d1-46e5-9de8-98b0ff10c60c,2023-11-21,Recurring,49.81,Paypal,Marine Mammal Defense Mission
DON006305,78582a9b-ef78-435d-91e0-5868cf51f113,2025-05-28,One-time,65.4,Paypal,Jungle Education Project
DON006306,88d33c17-d111-4076-9122-c5bd0dcd6889,2024-10-15,One-time,56.68,Credit Card,Habitat for Hope
DON006307,5a3bcc53-5ba0-43be-bb6a-263ef0382cab,2023-06-24,One-time,98.02,Paypal,Jungle Education Project
DON006308,787af4d1-e4dc-4cfe-9e28-ad1a76e96399,2024-11-26,Recurring,76.46,Credit Card,Reforest the Sanctuary
DON006309,787af4d1-e4dc-4cfe-9e28-ad1a76e96399,2025-05-13,Recurring,64.93,Credit Card,Defend the Great Apes
DON006310,787af4d1-e4dc-4cfe-9e28-ad1a76e96399,2023-12-26,Recurring,55.63,Credit Card,Marine Mammal Defense Mission
DON006311,ae750383-706e-4064-a78b-b6dc09be079b,2025-01-10,One-time,64.18,Paypal,Defend the Great Apes
DON006312,fc842b45-4076-436a-93eb-7bd4e2278700,2024-04-21,Recurring,24.61,Paypal,Habitat for Hope
DON006313,fc842b45-4076-436a-93eb-7bd4e2278700,2025-04-25,Recurring,82.58,Paypal,Reforest the Sanctuary
DON006314,fc842b45-4076-436a-93eb-7bd4e2278700,2024-06-07,Recurring,19.83,Paypal,Defend the Great Apes
DON006315,fc842b45-4076-436a-93eb-7bd4e2278700,2024-03-11,Recurring,9.13,Paypal,Defend the Great Apes
DON006316,1081c200-5115-460e-afcc-5fbc5839ec50,2025-02-13,One-time,109.05,Credit Card,Jungle Education Project
DON006317,51345b5c-8f24-4cf7-996f-1bf49f829f0c,2023-12-31,Recurring,8.2,Bank Transfer,Defend the Great Apes
DON006318,51345b5c-8f24-4cf7-996f-1bf49f829f0c,2024-12-07,Recurring,80.84,Bank Transfer,Marine Mammal Defense Mission
DON006319,51345b5c-8f24-4cf7-996f-1bf49f829f0c,2024-05-24,Recurring,78.24,Bank Transfer,Defend the Great Apes
DON006320,51345b5c-8f24-4cf7-996f-1bf49f829f0c,2024-11-09,Recurring,52.34,Bank Transfer,Jungle Education Project
DON006321,51345b5c-8f24-4cf7-996f-1bf49f829f0c,2024-03-31,Recurring,68.39,Bank Transfer,Defend the Great Apes
DON006322,94e1ec07-152b-4cef-bca8-53b5197279f3,2024-01-22,One-time,32.08,Paypal,Habitat for Hope
DON006323,1011a1a3-c953-436e-a582-1f71647b6d20,2024-04-20,One-time,3.92,Bank Transfer,Reforest the Sanctuary
DON006324,837428ae-ca68-48ed-8f5b-bcd8e74398fd,2024-08-23,Recurring,43.94,Credit Card,Marine Mammal Defense Mission
DON006325,837428ae-ca68-48ed-8f5b-bcd8e74398fd,2023-12-05,Recurring,39.72,Credit Card,Marine Mammal Defense Mission
DON006326,06d4a6d3-566b-40ea-9fba-80262f6a405f,2023-08-20,One-time,55.35,Bank Transfer,Marine Mammal Defense Mission
DON006327,9d880df1-80b8-42fd-bd46-ba83538a6fdf,2023-08-31,One-time,102.57,Credit Card,Rescue Orphaned Gorillas
DON006328,ab917a26-d416-4683-9715-f1b830658d13,2024-11-02,One-time,107.01,Bank Transfer,Defend the Great Apes
DON006329,ecd86bd2-f1bd-44f0-81b0-353e6ce01235,2024-12-10,One-time,55.47,Credit Card,Marine Mammal Defense Mission
DON006330,c5877caa-d2e6-432a-a9ce-a2be54ec4058,2024-03-16,One-time,78.33,Bank Transfer,Rescue Orphaned Gorillas
DON006331,92182aa3-c2d5-45df-ac77-dac2e6777751,2024-10-09,One-time,123.89,Paypal,Jungle Education Project
DON006332,867b588b-4d3f-4ec1-a96c-3b26622623ce,2024-06-13,One-time,111.81,Credit Card,Defend the Great Apes
DON006333,307a06cf-1226-4f83-ad0f-b0d9e8761dd8,2025-01-15,One-time,32.39,Credit Card,Jungle Education Project
DON006334,2afd5f42-dac1-4574-bee4-6027bb745d2a,2024-10-19,One-time,58.0,Bank Transfer,Jungle Education Project
DON006335,ec837453-6b46-4be1-ba21-ecb54edfbdee,2024-05-14,Recurring,38.35,Credit Card,Rescue Orphaned Gorillas
DON006336,ec837453-6b46-4be1-ba21-ecb54edfbdee,2025-02-04,Recurring,91.49,Credit Card,Defend the Great Apes
DON006337,ec837453-6b46-4be1-ba21-ecb54edfbdee,2025-05-01,Recurring,65.53,Credit Card,Jungle Education Project
DON006338,ec837453-6b46-4be1-ba21-ecb54edfbdee,2025-02-05,Recurring,73.91,Credit Card,Marine Mammal Defense Mission
DON006339,ec837453-6b46-4be1-ba21-ecb54edfbdee,2024-11-27,Recurring,42.69,Credit Card,Rescue Orphaned Gorillas
DON006340,c19aa5f8-af45-4e4f-96e9-b6b738cba237,2024-03-27,One-time,63.14,Paypal,Wildlife Rescue Van Drive
DON006341,5af7a54c-f451-479f-97ac-bb940aecf3a3,2025-03-10,One-time,72.32,Paypal,Defend the Great Apes
DON006342,0a061c80-a642-4320-a94e-fe6b801b8094,2024-06-05,One-time,60.35,Bank Transfer,Defend the Great Apes
DON006343,7ab06abb-62fa-47f7-ab5e-629b8425baf9,2024-04-03,Recurring,62.18,Bank Transfer,Marine Mammal Defense Mission
DON006344,7ab06abb-62fa-47f7-ab5e-629b8425baf9,2024-08-03,Recurring,26.95,Bank Transfer,Habitat for Hope
DON006345,7ab06abb-62fa-47f7-ab5e-629b8425baf9,2023-09-19,Recurring,24.51,Bank Transfer,Rescue Orphaned Gorillas
DON006346,cad0ee2e-6c73-4dde-8d22-168e690f50f6,2024-06-19,Recurring,56.66,Paypal,Reforest the Sanctuary
DON006347,cad0ee2e-6c73-4dde-8d22-168e690f50f6,2024-12-10,Recurring,61.94,Paypal,Wildlife Rescue Van Drive
DON006348,cad0ee2e-6c73-4dde-8d22-168e690f50f6,2024-02-25,Recurring,92.31,Paypal,Marine Mammal Defense Mission
DON006349,cad0ee2e-6c73-4dde-8d22-168e690f50f6,2024-09-30,Recurring,98.84,Paypal,Rescue Orphaned Gorillas
DON006350,cad0ee2e-6c73-4dde-8d22-168e690f50f6,2024-08-21,Recurring,59.85,Paypal,Marine Mammal Defense Mission
DON006351,5005e750-d20c-428a-a705-1dd809f01f63,2024-02-02,One-time,49.55,Credit Card,Marine Mammal Defense Mission
DON006352,98776c95-5ff9-40bf-a5b5-66005fe1f674,2025-03-24,One-time,98.62,Paypal,Marine Mammal Defense Mission
DON006353,373e446b-1fd5-4916-aa0f-6ad64e600ee5,2025-04-27,One-time,90.77,Bank Transfer,Marine Mammal Defense Mission
DON006354,4b9f0c24-7a5e-4d87-8c2a-0ce910827f4e,2023-08-10,One-time,65.98,Bank Transfer,Habitat for Hope
DON006355,ba53d0e2-3cc3-46f0-a27b-723df5d64ef3,2024-03-11,One-time,45.23,Paypal,Rescue Orphaned Gorillas
DON006356,99dcb2a8-7d80-4319-9bce-c16daf54a4c1,2024-01-16,Recurring,16.77,Credit Card,Habitat for Hope
DON006357,99dcb2a8-7d80-4319-9bce-c16daf54a4c1,2024-09-17,Recurring,73.16,Credit Card,Reforest the Sanctuary
DON006358,99dcb2a8-7d80-4319-9bce-c16daf54a4c1,2024-07-03,Recurring,43.27,Credit Card,Rescue Orphaned Gorillas
DON006359,99dcb2a8-7d80-4319-9bce-c16daf54a4c1,2024-07-10,Recurring,35.97,Credit Card,Marine Mammal Defense Mission
DON006360,1683187a-5ebd-4418-950d-179cb6abb94b,2024-08-26,One-time,49.73,Paypal,Habitat for Hope
DON006361,09f4f2e4-30c5-476f-8ffa-4d1f0c895ed4,2024-06-20,One-time,77.46,Credit Card,Wildlife Rescue Van Drive
DON006362,052586a8-a2da-4426-948a-b276a577fa49,2025-06-17,One-time,73.4,Credit Card,Habitat for Hope
DON006363,646460a2-9887-4081-8e4d-2d82d92bfa4a,2024-05-27,One-time,90.39,Paypal,Reforest the Sanctuary
DON006364,78435e64-e73f-4732-a575-d754dfa0a40b,2024-01-24,One-time,108.93,Credit Card,Defend the Great Apes
DON006365,91703fc0-6978-426d-88fb-46e609c85795,2024-01-07,One-time,92.99,Bank Transfer,Wildlife Rescue Van Drive
DON006366,318c786f-8c84-4d10-84de-3e3c46af73e9,2023-10-19,One-time,52.81,Bank Transfer,Rescue Orphaned Gorillas
DON006367,75d90ea1-32ca-42b7-8515-427779d60298,2024-04-30,One-time,16.6,Bank Transfer,Reforest the Sanctuary
DON006368,6c2d16f5-b9f6-4a1d-82c4-423a3cbd3fa0,2024-11-03,One-time,59.72,Paypal,Habitat for Hope
DON006369,71f686da-ec56-4504-a9bb-661c952b211a,2024-07-28,One-time,36.98,Credit Card,Defend the Great Apes
DON006370,76b1af63-0286-4470-a046-cd79ade568ea,2024-11-07,One-time,67.77,Credit Card,Marine Mammal Defense Mission
DON006371,71f25ff2-3fb2-4e15-a969-5ab81d7bcf43,2024-04-17,One-time,37.24,Credit Card,Habitat for Hope
DON006372,a0ddc699-53b4-4694-b21f-2d52df196485,2024-09-05,One-time,67.22,Bank Transfer,Marine Mammal Defense Mission
DON006373,0557aeff-3ef2-4f4a-9896-df6935999462,2024-08-27,Recurring,21.5,Bank Transfer,Reforest the Sanctuary
DON006374,0557aeff-3ef2-4f4a-9896-df6935999462,2024-07-15,Recurring,47.36,Bank Transfer,Reforest the Sanctuary
DON006375,d0243e04-5354-464b-a9f1-ebc05c1627b1,2025-01-12,One-time,31.87,Bank Transfer,Reforest the Sanctuary
DON006376,af477fc7-0591-4e2d-a260-71ccce213579,2023-12-06,One-time,62.58,Paypal,Wildlife Rescue Van Drive
DON006377,8b3d4ec5-af91-4b39-99bf-ba5f40af5e04,2024-07-08,Recurring,90.12,Credit Card,Defend the Great Apes
DON006378,8b3d4ec5-af91-4b39-99bf-ba5f40af5e04,2025-01-13,Recurring,19.3,Credit Card,Rescue Orphaned Gorillas
DON006379,8b3d4ec5-af91-4b39-99bf-ba5f40af5e04,2024-01-07,Recurring,16.31,Credit Card,Habitat for Hope
DON006380,8b3d4ec5-af91-4b39-99bf-ba5f40af5e04,2023-08-04,Recurring,22.03,Credit Card,Reforest the Sanctuary
DON006381,c7ec2baa-1019-4a79-99db-fef809acca2f,2025-01-25,One-time,66.76,Paypal,Habitat for Hope
DON006382,5bdd3f9a-deb9-459e-8fcf-e15a36eca35b,2023-09-30,One-time,64.48,Paypal,Defend the Great Apes
DON006383,ffa4d50e-c313-48f3-9936-cc2ec3bb903b,2024-04-18,One-time,25.45,Bank Transfer,Reforest the Sanctuary
DON006384,9e5fd79d-fa0a-45a7-9ded-456b9764a8c4,2025-05-21,One-time,72.82,Credit Card,Defend the Great Apes
DON006385,c588c68e-13da-4858-91fc-8c6ba81bdc0b,2023-11-14,One-time,122.12,Bank Transfer,Habitat for Hope
DON006386,be05ef3f-9ab5-43a3-b9a8-bf412da219db,2023-07-17,Recurring,38.03,Paypal,Jungle Education Project
DON006387,be05ef3f-9ab5-43a3-b9a8-bf412da219db,2023-10-16,Recurring,45.71,Paypal,Marine Mammal Defense Mission
DON006388,be05ef3f-9ab5-43a3-b9a8-bf412da219db,2025-03-14,Recurring,31.1,Paypal,Jungle Education Project
DON006389,be05ef3f-9ab5-43a3-b9a8-bf412da219db,2023-12-24,Recurring,93.35,Paypal,Rescue Orphaned Gorillas
DON006390,fc762383-c9bf-48a7-beb2-a39ea5ddc233,2023-07-30,One-time,109.94,Credit Card,Rescue Orphaned Gorillas
DON006391,1e72e42e-9f07-4f25-83c3-77a58338b813,2023-08-24,One-time,42.81,Credit Card,Reforest the Sanctuary
DON006392,87942826-25f9-4a62-aa23-5bb3995d6697,2024-11-09,Recurring,62.07,Paypal,Jungle Education Project
DON006393,87942826-25f9-4a62-aa23-5bb3995d6697,2025-06-19,Recurring,68.43,Paypal,Reforest the Sanctuary
DON006394,87942826-25f9-4a62-aa23-5bb3995d6697,2025-02-08,Recurring,15.44,Paypal,Marine Mammal Defense Mission
DON006395,87942826-25f9-4a62-aa23-5bb3995d6697,2023-12-11,Recurring,60.57,Paypal,Reforest the Sanctuary
DON006396,21739fad-cddd-4d28-a6d7-9ae3b6d34a23,2025-02-09,Recurring,31.18,Paypal,Reforest the Sanctuary
DON006397,21739fad-cddd-4d28-a6d7-9ae3b6d34a23,2025-04-05,Recurring,99.34,Paypal,Defend the Great Apes
DON006398,21739fad-cddd-4d28-a6d7-9ae3b6d34a23,2023-09-07,Recurring,79.43,Paypal,Habitat for Hope
DON006399,fbc26ea6-473b-40a8-8292-d06493b5441f,2023-09-09,One-time,142.64,Bank Transfer,Habitat for Hope
DON006400,ce4cbedd-f34c-4cf3-9fdc-eb532b27387f,2025-03-16,One-time,40.81,Paypal,Jungle Education Project
DON006401,0d5746b0-4582-402b-87d4-92d0fc224f76,2023-12-29,One-time,65.64,Bank Transfer,Reforest the Sanctuary
DON006402,a4cdf0a4-c209-48dc-b3d4-f69820e9cb02,2023-07-05,One-time,29.1,Paypal,Defend the Great Apes
DON006403,f797fc06-a2df-4aa7-9cb4-4c8fda73acee,2024-03-04,One-time,51.39,Paypal,Reforest the Sanctuary
DON006404,24cd6bf8-6f51-4330-a270-3a10fe5e0b03,2024-06-20,One-time,107.92,Credit Card,Rescue Orphaned Gorillas
DON006405,9b679939-cfac-43c7-8233-50a40264e1c9,2024-02-11,One-time,115.43,Credit Card,Habitat for Hope
DON006406,bc9b8266-b08d-4b64-8697-5138efdc173a,2024-07-06,One-time,46.45,Credit Card,Jungle Education Project
DON006407,334c572e-6ee7-49b1-bca3-bdb53643e722,2024-02-08,One-time,58.1,Paypal,Jungle Education Project
DON006408,4ada530c-92c6-4b46-9abc-c6234e95b393,2023-09-25,Recurring,81.11,Paypal,Marine Mammal Defense Mission
DON006409,4ada530c-92c6-4b46-9abc-c6234e95b393,2024-01-17,Recurring,19.16,Paypal,Reforest the Sanctuary
DON006410,4ada530c-92c6-4b46-9abc-c6234e95b393,2023-10-10,Recurring,33.24,Paypal,Reforest the Sanctuary
DON006411,4ada530c-92c6-4b46-9abc-c6234e95b393,2024-04-02,Recurring,65.9,Paypal,Jungle Education Project
DON006412,db3d7c65-2829-4d70-b2a4-edb77ed356a4,2024-02-26,Recurring,15.73,Paypal,Marine Mammal Defense Mission
DON006413,db3d7c65-2829-4d70-b2a4-edb77ed356a4,2024-01-08,Recurring,22.81,Paypal,Defend the Great Apes
